"sample_ID","Project","site_no","collect_date","Hour","DepthOfTow_m","GenusRichness","GenusShannonDiversity","GenusEvenness","FamilyRichness","FamilyShannonDiversity","FamilyEvenness","OrderSubOrderRichness","OrderSubOrderShannonDiversity","OrderSubOrderEvenness"
"F_pel_15Sep20_noon_schind_9.0_rep1","FCR2020","FCR_schind",2020-09-15,"12:24",9,8,1.25714444247167,0.604558684278334,8,1.42554109174157,0.685540354546333,4,1.15933004455546,0.836279853016874
"F08Jun20_noon","FCR2020","FCR_50",2020-06-08,"12:00",9,8,1.26343857367285,0.607585521568551,7,1.55012483325242,0.796606582274604,4,1.01640249834992,0.733179421958293
"F08Jun20_noon_epi","FCR2020","FCR_50",2020-06-08,"12:00",4.2,5,1.13133827835719,0.70293999514785,7,1.37447846579764,0.706342205196328,3,0.706305973462114,0.64290740304607
"F10Sep20_midnight","FCR2020","FCR_50",2020-09-10,"23:30",9,8,0.725867280457569,0.349068375286565,7,1.04555646785344,0.537309735683857,4,0.878037453295805,0.633370139792316
"F10Sep20_midnight_epi","FCR2020","FCR_50",2020-09-10,"23:39",2.5,9,0.859237076900945,0.39105564618371,8,1.14619136174281,0.551201531165374,5,0.943021059399135,0.585931928230097
"F11Sep20_noon","FCR2020","FCR_50",2020-09-11,"11:34",9,10,1.28621188893394,0.558594725922368,9,1.43779413017853,0.654368308551156,5,1.14940658614242,0.714166465983189
"F11Sep20_noon_epi","FCR2020","FCR_50",2020-09-11,"11:42",2.2,9,1.26228610516696,0.574491164074488,10,1.52277376927094,0.661332245181384,5,1.05664252405133,0.656528913534335
"F14Sep20_midnight","FCR2020","FCR_50",2020-09-14,"23:30",9,7,1.12514422280747,0.578209751027663,6,1.3349286023915,0.745037838681901,5,1.28357153327894,0.797527834632452
"F14Sep20_midnight_epi","FCR2020","FCR_50",2020-09-14,"23:39",2.7,6,0.937644629027515,0.523309431388958,7,1.27077211061759,0.653047681176088,5,1.19498817187118,0.742487897569093
"F15Sep20_noon","FCR2020","FCR_50",2020-09-15,"11:35",9,7,1.33748620134574,0.687331941813991,7,1.48895574966233,0.765171891613383,5,1.30357456984487,0.809956420048138
"F15Sep20_noon_epi","FCR2020","FCR_50",2020-09-15,"11:38",2.4,7,1.27449855122566,0.654962692827515,7,1.47027679853725,0.755572809592997,5,1.31711747628474,0.818371100934702
"F20Jul20_noon","FCR2020","FCR_50",2020-07-20,"11:25",9,10,1.82393623740604,0.792125443248822,9,1.84528651369071,0.839826084563383,4,1.22496518603091,0.88362559957421
"F20Jul20_noon_epi","FCR2020","FCR_50",2020-07-20,"11:13",3.7,8,1.70202593428275,0.818501458284712,8,1.8052285458148,0.868131423572737,4,1.0656714729481,0.768719474619532
"F27Jul20_noon","FCR2020","FCR_50",2020-07-27,"11:45",9,6,1.36728285158862,0.763095088972901,6,1.52846599668094,0.853053115069877,5,1.1857395913548,0.736741431399178
"F27Jul20_noon_epi","FCR2020","FCR_50",2020-07-27,"11:30",3.6,5,1.35193117432466,0.840002067728114,5,1.33084039488279,0.826897629663786,3,0.992760402340055,0.903649460851759
"F28Jun20_midnight","FCR2020","FCR_50",2020-06-28,"0:36",9,5,1.36781552120264,0.849871567356063,6,1.56030257890513,0.870821449922269,3,1.02333433460326,0.931479053309964
"F28Jun20_midnight_epi","FCR2020","FCR_50",2020-06-28,"23:52",2.6,6,1.1400595534577,0.636279351686013,6,1.47016704778486,0.820515852174206,3,1.06765482866743,0.971821305550654
"F29Jun20_midnight_20_filt_rep1","FCR2020","FCR_50",2020-06-29,"0:00",2.6,4,1.25548232517875,0.905639062229566,4,1.25548232517875,0.905639062229566,3,0.859967281035505,0.782775952814142
"F29Jun20_midnight_20_filt_rep2","FCR2020","FCR_50",2020-06-29,"0:00",2.6,5,1.47350238508065,0.915538508007517,4,1.28605733687438,0.927694271103767,4,1.15374194270109,0.832248889600231
"F29Jun20_midnight_20_filt_rep3","FCR2020","FCR_50",2020-06-29,"0:00",2.6,6,1.53735610557188,0.858014779313106,5,1.42183157547855,0.883433628904757,4,1.30485328457109,0.941252681369194
"F29Jun20_midnight_20_unfilt_rep1","FCR2020","FCR_50",2020-06-29,"0:00",2.6,6,1.70605711564267,0.952168605743544,5,1.56705644243762,0.973666912113195,4,1.11325829205262,0.803046108586417
"F29Jun20_midnight_20_unfilt_rep2","FCR2020","FCR_50",2020-06-29,"0:00",2.6,5,1.47984841847686,0.919481520252465,5,1.54447952109686,0.959639082169378,3,0.918676243098141,0.8362151530381
"F29Jun20_midnight_20_unfilt_rep3","FCR2020","FCR_50",2020-06-29,"0:00",2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F29Jun20_noon_epi","FCR2020","FCR_50",2020-06-29,"13:56",2.6,6,1.43302574964661,0.799786898999341,7,1.59426255035189,0.819288881928005,4,1.17811534341015,0.84983058176651
"F29Jun20_noon_oxy","FCR2020","FCR_50",2020-06-29,"14:00",3.4,7,1.60017956128197,0.82232962403676,8,1.77534263821667,0.853759340011304,4,1.14014969897642,0.82244415829216
"F29Jun20_noon_rep1","FCR2020","FCR_50",2020-06-29,"11:30",9,7,1.25897768235651,0.646986544043519,6,1.47502141628744,0.823225126820692,4,1.17054268550576,0.844368063764004
"F29Jun20_noon_rep2","FCR2020","FCR_50",2020-06-29,"13:45",9,3,0.484524148818604,0.441032886502673,6,1.15787482919308,0.646222246388869,3,0.703470216125473,0.640326185481065
"F30Sep20_noon","FCR2020","FCR_50",2020-09-30,"12:00",9,10,1.79712684333973,0.780482271342653,8,1.75948764509859,0.846134700029711,5,1.37856435369503,0.856550192489316
"F30Sep20_noon_epi","FCR2020","FCR_50",2020-09-30,"12:34",4,6,1.64398799535752,0.917527170131716,6,1.59282221223623,0.888971002855906,4,1.22958242332809,0.886956232249833
