Project,site_no,collect_date,Hour,sample_ID,DepthOfTow_m,InitialSampleVolume_mL,Subsample,SubsampleVolume_mL,Zooplankton_No.,date_processed,mesh_size_μm,INT,Notes,PhantomMidgePresence_YesNo
FCR2019,FCR_50,22-Aug-19,12:00,F22Aug19_9.0m,9,1000,C,1,98,22-Apr-20,80,HLW,x1 chaoborus,yes
FCR2019,FCR_50,22-Aug-19,12:00,F22Aug19_1.5m,1.5,1000,A,1,94,22-Apr-20,80,HLW,,
FCR2019,FCR_50,22-Aug-19,12:00,F22Aug19_1.5m,1.5,1000,B,1,49,22-Apr-20,80,HLW,*interesting that hyp b. longs have red coloration whereas epis do not!,
FCR2019,FCR_50,22-Aug-19,12:00,F22Aug19_1.5m,1.5,1000,C,1,55,22-Apr-20,80,HLW,x1 chaoborus,yes
FCR2019,FCR_50,2-Sep-19,12:00,F02Sep19_9.0m,9,1000,A,1,181,26-Apr-20,80,HLW,,
FCR2019,FCR_50,2-Sep-19,12:00,F02Sep19_9.0m,9,1000,B,1,246,26-Apr-20,80,HLW,x1 chaoborus,yes
FCR2019,FCR_50,2-Sep-19,12:00,F02Sep19_9.0m,9,1000,C,1,225,26-Apr-20,80,HLW,,
FCR2019,FCR_50,2-Sep-19,12:00,F02Sep19_2.5m,2.5,1000,A,1,222,26-Apr-20,80,HLW,,
FCR2019,FCR_50,2-Sep-19,12:00,F02Sep19_2.5m,2.5,1000,B,1,218,26-Apr-20,80,HLW,,
FCR2019,FCR_50,2-Sep-19,12:00,F02Sep19_2.5m,2.5,1000,C,1,253,26-Apr-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,6:10,B_pel_11Jul19_sunrise_h3_rep1,4,500,A,2,48,28-Apr-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,6:10,B_pel_11Jul19_sunrise_h3_rep1,4,500,B,2,41,28-Apr-20,80,HLW,x1 chaoborus,yes
BVR2019,BVR_50_p,11-Jul-19,6:10,B_pel_11Jul19_sunrise_h3_rep1,4,500,C,2,68,28-Apr-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,6:10,B_pel_11Jul19_sunrise_h3_rep2,4,500,A,2,92,28-Apr-20,80,HLW,definitely some pigmented clads here,
BVR2019,BVR_50_p,11-Jul-19,6:10,B_pel_11Jul19_sunrise_h3_rep2,4,500,B,1,36,28-Apr-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,6:10,B_pel_11Jul19_sunrise_h3_rep2,4,500,C,1,50,28-Apr-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,7:10,B_pel_11Jul19_sunrise_h4_rep2,4,700,A,1,20,3-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,7:10,B_pel_11Jul19_sunrise_h4_rep2,4,700,B,2,38,3-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,7:10,B_pel_11Jul19_sunrise_h4_rep2,4,700,C,2,38,3-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,7:10,B_pel_11Jul19_sunrise_h4_rep1,4,700,A,2,29,3-May-20,80,HLW,*forgot to rinse the beaker after previous sample so density is going to be over estimated (previous sample is now going to be less dense if recounted),
BVR2019,BVR_50_p,11-Jul-19,7:10,B_pel_11Jul19_sunrise_h4_rep1,4,700,B,2,30,3-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,7:10,B_pel_11Jul19_sunrise_h4_rep1,4,700,C,3,81,3-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,5:10,B_pel_11Jul19_sunrise_h2_rep2,4,1000,A,1,35,3-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,5:10,B_pel_11Jul19_sunrise_h2_rep2,4,1000,B,1,47,3-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,5:10,B_pel_11Jul19_sunrise_h2_rep2,4,1000,C,1,32,3-May-20,80,HLW,,
BVR2019,BVR_50_p,10-Jul-19,12:00,B_pel_10Jul19_noon_epi_rep2,4,500,A,3,33,4-May-20,80,HLW,,
BVR2019,BVR_50_p,10-Jul-19,12:00,B_pel_10Jul19_noon_epi_rep2,4,500,B,3,23,4-May-20,80,HLW,,
BVR2019,BVR_50_p,10-Jul-19,12:00,B_pel_10Jul19_noon_epi_rep2,4,500,C,5,39,4-May-20,80,HLW,,
BVR2019,BVR_50_p,10-Jul-19,12:00,B_pel_10Jul19_noon_epi_rep2,4,500,D,5,37,4-May-20,80,HLW,,
BVR2019,BVR_50_p,10-Jul-19,12:00,B_pel_10Jul19_noon_oxycline,5.5,500,A,3,373,4-May-20,80,HLW,,
BVR2019,BVR_50_p,10-Jul-19,12:00,B_pel_10Jul19_noon_oxycline,5.5,500,B,1,152,4-May-20,80,HLW,,
BVR2019,BVR_50_p,10-Jul-19,12:00,B_pel_10Jul19_noon_oxycline,5.5,500,C,1,176,4-May-20,80,HLW,,
BVR2019,BVR_50,11-Jul-19,12:00,B_pel_11Jul19_noon,10,1000,A,1,51,5-May-20,80,HLW,,
BVR2019,BVR_50,11-Jul-19,12:00,B_pel_11Jul19_noon,10,1000,B,1,76,5-May-20,80,HLW,,
BVR2019,BVR_50,11-Jul-19,12:00,B_pel_11Jul19_noon,10,1000,C,1,80,5-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,12:00,B_pel_11Jul19_noon_epi_rep3,4,1000,A,2,19,5-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,12:00,B_pel_11Jul19_noon_epi_rep3,4,1000,B,4,33,5-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,12:00,B_pel_11Jul19_noon_epi_rep3,4,1000,C,5,65,5-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,12:00,B_pel_11Jul19_noon_epi_rep1,4,1000,A,5,50,6-May-20,80,HLW,"ugh now I am convinced that most of the gastropus/gastropidae/plomida are actually phytos - size 1,1,1 (ish)",
BVR2019,BVR_50_p,11-Jul-19,12:00,B_pel_11Jul19_noon_epi_rep1,4,1000,B,5,33,6-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,12:00,B_pel_11Jul19_noon_epi_rep1,4,1000,C,5,40,6-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,12:00,B_pel_11Jul19_noon_epi_rep2,4,700,A,1,10,6-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,12:00,B_pel_11Jul19_noon_epi_rep2,4,700,B,3,52,6-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,12:00,B_pel_11Jul19_noon_epi_rep2,4,700,C,5,136,6-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,0:00,B_pel_11Jul19_midnight_epi_rep2,4,1000,A,1,40,7-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,0:00,B_pel_11Jul19_midnight_epi_rep2,4,1000,B,1,31,7-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,0:00,B_pel_11Jul19_midnight_epi_rep2,4,1000,C,1,36,7-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,0:00,B_pel_11Jul19_midnight_epi_rep3,4,1000,A,1,30,7-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,0:00,B_pel_11Jul19_midnight_epi_rep3,4,1000,B,1,31,7-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,0:00,B_pel_11Jul19_midnight_epi_rep3,4,1000,D,2,51,7-May-20,80,HLW,*lost aliquot C,
BVR2019,BVR_50,6-Jun-19,12:00,B06Jun19_10m,10,1000,A,2,26,8-May-20,80,HLW,,
BVR2019,BVR_50,6-Jun-19,12:00,B06Jun19_10m,10,1000,B,4,42,8-May-20,80,HLW,,
BVR2019,BVR_50,6-Jun-19,12:00,B06Jun19_10m,10,1000,C,5,50,8-May-20,80,HLW,,
BVR2019,BVR_50,6-Jun-19,12:00,B06Jun19_4.0m,4,700,A,1,21,8-May-20,80,HLW,,
BVR2019,BVR_50,6-Jun-19,12:00,B06Jun19_4.0m,4,700,B,3,56,8-May-20,80,HLW,,
BVR2019,BVR_50,6-Jun-19,12:00,B06Jun19_4.0m,4,700,C,3,53,8-May-20,80,HLW,,
BVR2019,BVR_50,13-Jun-19,12:00,B13Jun19_10m,10,700,A,1,42,10-May-20,80,HLW,,
BVR2019,BVR_50,13-Jun-19,12:00,B13Jun19_10m,10,700,B,1,35,10-May-20,80,HLW,,
BVR2019,BVR_50,13-Jun-19,12:00,B13Jun19_10m,10,700,C,2,73,10-May-20,80,HLW,,
BVR2019,BVR_50,13-Jun-19,12:00,B13Jun19_6.0m,6,700,A,1,20,10-May-20,80,HLW,,
BVR2019,BVR_50,13-Jun-19,12:00,B13Jun19_6.0m,6,700,B,2,33,10-May-20,80,HLW,,
BVR2019,BVR_50,13-Jun-19,12:00,B13Jun19_6.0m,6,700,C,4,68,10-May-20,80,HLW,,
FCR2019,FCR_50,18-Jul-19,12:00,F18Jul19_9.0m,9,1000,A,1,112,10-May-20,80,HLW,I ignored all round green/brown things. I feel like they are phytos bc they don’t look like rotifers but idk,
FCR2019,FCR_50,18-Jul-19,12:00,F18Jul19_9.0m,9,1000,B,1,162,10-May-20,80,HLW,,
FCR2019,FCR_50,18-Jul-19,12:00,F18Jul19_9.0m,9,1000,C,1,122,10-May-20,80,HLW,,
FCR2019,FCR_50,18-Jul-19,12:00,F18Jul19_4.5m,4.5,1000,A,1,NA,11-May-20,80,HLW,"only use for size/biomass, something weird happened w/ density",
FCR2019,FCR_50,18-Jul-19,12:00,F18Jul19_4.5m,4.5,1000,B,4,196,11-May-20,80,HLW,lots of pigmented clads,
FCR2019,FCR_50,18-Jul-19,12:00,F18Jul19_4.5m,4.5,1000,C,1,45,11-May-20,80,HLW,,
FCR2019,FCR_50,18-Jul-19,12:00,F18Jul19_4.5m,4.5,1000,D,1,29,11-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,4:10,B_pel_11Jul19_sunrise_h1_rep2,4,1000,A,1,35,11-May-20,80,HLW,lots of pigmented clads,
BVR2019,BVR_50_p,11-Jul-19,4:10,B_pel_11Jul19_sunrise_h1_rep2,4,1000,B,1,32,11-May-20,80,HLW,,
BVR2019,BVR_50_p,11-Jul-19,4:10,B_pel_11Jul19_sunrise_h1_rep2,4,1000,C,1,34,11-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,12:00,B_mac_25jul19_noon_rep3,2,200,A,5,79,11-May-20,80,HLW,sooo many of those weird cilliate things,
BVR2019,BVR_l,25-Jul-19,12:00,B_mac_25jul19_noon_rep3,2,200,B,2,33,11-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,12:00,B_mac_25jul19_noon_rep3,2,200,C,2,42,11-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,12:00,B_mac_25jul19_noon_rep1,2,200,A,2,35,12-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,12:00,B_mac_25jul19_noon_rep1,2,200,B,2,37,12-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,12:00,B_mac_25jul19_noon_rep1,2,200,C,2,44,12-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,12:00,B_mac_25jul19_noon_rep2,2,200,A,2,49,12-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,12:00,B_mac_25jul19_noon_rep2,2,200,B,2,69,12-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,12:00,B_mac_25jul19_noon_rep2,2,200,C,2,53,12-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,12:00,B_mac_24Jul19_noon_rep1,2,200,A,2,47,13-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,12:00,B_mac_24Jul19_noon_rep1,2,200,B,2,24,13-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,12:00,B_mac_24Jul19_noon_rep1,2,200,C,2,26,13-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,12:00,B_mac_24Jul19_noon_rep2,2,200,A,2,37,13-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,12:00,B_mac_24Jul19_noon_rep2,2,200,B,2,41,13-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,12:00,B_mac_24Jul19_noon_rep2,2,200,C,2,37,13-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,0:00,B_mac_25Jul19_midnight_rep1,2,200,A,2,37,14-May-20,80,HLW,x1 chaoborus,yes
BVR2019,BVR_l,25-Jul-19,0:00,B_mac_25Jul19_midnight_rep1,2,200,B,2,25,14-May-20,80,HLW,x1 chaoborus,yes
BVR2019,BVR_l,25-Jul-19,0:00,B_mac_25Jul19_midnight_rep1,2,200,C,2,22,14-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,0:00,B_mac_25Jul19_midnight_rep1,2,200,D,2,41,14-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,0:00,B_mac_25Jul19_midnight_rep2,2,200,A,2,34,14-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,0:00,B_mac_25Jul19_midnight_rep2,2,200,B,2,28,14-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,0:00,B_mac_25Jul19_midnight_rep2,2,200,C,2,30,14-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,0:00,B_mac_25Jul19_midnight_rep2,2,200,D,2,29,14-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,21:35,B_mac_24Jul19_sunset_h4_rep1,2,200,A,2,32,15-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,21:35,B_mac_24Jul19_sunset_h4_rep1,2,200,B,2,23,15-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,21:35,B_mac_24Jul19_sunset_h4_rep1,2,200,C,4,38,15-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,21:35,B_mac_24Jul19_sunset_h4_rep1,2,200,D,4,34,15-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,21:35,B_mac_24Jul19_sunset_h4_rep2,2,200,A,3,42,15-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,21:35,B_mac_24Jul19_sunset_h4_rep2,2,200,B,3,43,15-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,21:35,B_mac_24Jul19_sunset_h4_rep2,2,200,C,3,38,15-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,20:35,B_mac_24Jul19_sunset_h3_rep1,2,200,A,5,43,16-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,20:35,B_mac_24Jul19_sunset_h3_rep1,2,200,B,5,49,16-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,20:35,B_mac_24Jul19_sunset_h3_rep1,2,200,C,5,39,16-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,20:35,B_mac_24Jul19_sunset_h3_rep2,2,200,A,5,50,16-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,20:35,B_mac_24Jul19_sunset_h3_rep2,2,200,B,5,41,16-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,20:35,B_mac_24Jul19_sunset_h3_rep2,2,200,C,5,43,16-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,19:35,B_mac_24Jul19_sunset_h2_rep1,2,200,A,2,32,17-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,19:35,B_mac_24Jul19_sunset_h2_rep1,2,200,B,5,30,17-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,19:35,B_mac_24Jul19_sunset_h2_rep1,2,200,C,5,46,17-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,19:35,B_mac_24Jul19_sunset_h2_rep2,2,200,A,5,41,17-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,19:35,B_mac_24Jul19_sunset_h2_rep2,2,200,B,5,25,17-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,19:35,B_mac_24Jul19_sunset_h2_rep2,2,200,C,5,41,17-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,18:35,B_mac_24Jul19_sunset_h1_rep1,2,200,A,5,34,17-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,18:35,B_mac_24Jul19_sunset_h1_rep1,2,200,B,5,48,17-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,18:35,B_mac_24Jul19_sunset_h1_rep1,2,200,C,5,42,17-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,18:35,B_mac_24Jul19_sunset_h1_rep2,2,200,A,5,68,17-May-20,80,HLW,lost some sample when reconcentrating so don’t recount!,
BVR2019,BVR_l,24-Jul-19,18:35,B_mac_24Jul19_sunset_h1_rep2,2,200,B,2,23,17-May-20,80,HLW,,
BVR2019,BVR_l,24-Jul-19,18:35,B_mac_24Jul19_sunset_h1_rep2,2,200,C,2,18,17-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,4:20,B_mac_25Jul19_sunrise_h1_rep1,2,200,A,2,41,19-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,4:20,B_mac_25Jul19_sunrise_h1_rep1,2,200,B,2,34,19-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,4:20,B_mac_25Jul19_sunrise_h1_rep1,2,200,C,2,47,19-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,4:20,B_mac_25Jul19_sunrise_h1_rep2,2,200,A,2,48,19-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,4:20,B_mac_25Jul19_sunrise_h1_rep2,2,200,B,2,40,19-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,4:20,B_mac_25Jul19_sunrise_h1_rep2,2,200,C,2,41,19-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,5:20,B_mac_25Jul19_sunrise_h2_rep1,2,200,A,2,37,20-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,5:20,B_mac_25Jul19_sunrise_h2_rep1,2,200,B,2,40,20-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,5:20,B_mac_25Jul19_sunrise_h2_rep1,2,200,C,2,51,20-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,5:20,B_mac_25Jul19_sunrise_h2_rep2,2,200,A,2,41,20-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,5:20,B_mac_25Jul19_sunrise_h2_rep2,2,200,B,2,53,20-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,5:20,B_mac_25Jul19_sunrise_h2_rep2,2,200,C,2,48,20-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,6:20,B_mac_25Jul19_sunrise_h3_rep1,2,200,A,2,29,21-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,6:20,B_mac_25Jul19_sunrise_h3_rep1,2,200,B,2,35,21-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,6:20,B_mac_25Jul19_sunrise_h3_rep1,2,200,C,3,40,21-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,6:20,B_mac_25Jul19_sunrise_h3_rep2,2,200,A,2,19,21-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,6:20,B_mac_25Jul19_sunrise_h3_rep2,2,200,B,4,28,21-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,6:20,B_mac_25Jul19_sunrise_h3_rep2,2,200,C,5,62,21-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,7:20,B_mac_25Jul19_sunrise_h4_rep1,2,200,A,2,24,22-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,7:20,B_mac_25Jul19_sunrise_h4_rep1,2,200,B,4,42,22-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,7:20,B_mac_25Jul19_sunrise_h4_rep1,2,200,C,4,51,22-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,7:20,B_mac_25Jul19_sunrise_h4_rep2,2,200,A,3,32,22-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,7:20,B_mac_25Jul19_sunrise_h4_rep2,2,200,B,3,26,22-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,7:20,B_mac_25Jul19_sunrise_h4_rep2,2,200,C,4,36,22-May-20,80,HLW,,
BVR2019,BVR_l,25-Jul-19,7:20,B_mac_25Jul19_sunrise_h4_rep2,2,200,D,2,14,22-May-20,80,HLW,,
BVR2019,BVR_50,25-Jul-19,0:00,B_pel_25Jul19_midnight,10,1000,A,1,93,23-May-20,80,HLW,,
BVR2019,BVR_50,25-Jul-19,0:00,B_pel_25Jul19_midnight,10,1000,B,1,61,23-May-20,80,HLW,,
BVR2019,BVR_50,25-Jul-19,0:00,B_pel_25Jul19_midnight,10,1000,C,1,79,23-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,0:00,B_pel_25Jul19_midnight_epi_rep4,4,1000,A,1,16,23-May-20,80,HLW,technically rep 4 but this was the oxycline tow,
BVR2019,BVR_50_p,25-Jul-19,0:00,B_pel_25Jul19_midnight_epi_rep4,4,1000,B,2,43,23-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,0:00,B_pel_25Jul19_midnight_epi_rep4,4,1000,C,2,39,23-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,0:00,B_pel_25Jul19_midnight_epi_rep1,4,1000,A,2,44,23-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,0:00,B_pel_25Jul19_midnight_epi_rep1,4,1000,B,2,53,23-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,0:00,B_pel_25Jul19_midnight_epi_rep1,4,1000,C,2,36,23-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,0:00,B_pel_25Jul19_midnight_epi_rep2,4,1000,A,2,47,23-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,0:00,B_pel_25Jul19_midnight_epi_rep2,4,1000,B,2,78,23-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,0:00,B_pel_25Jul19_midnight_epi_rep2,4,1000,C,2,51,23-May-20,80,HLW,,
BVR2019,BVR_50,25-Jul-19,12:00,B_pel_25Jul19_noon,10,1000,A,1,258,24-May-20,80,HLW,,
BVR2019,BVR_50,25-Jul-19,12:00,B_pel_25Jul19_noon,10,1000,B,1,299,24-May-20,80,HLW,,
BVR2019,BVR_50,25-Jul-19,12:00,B_pel_25Jul19_noon,10,1000,C,1,324,24-May-20,80,HLW,x1 chaoborus,yes
BVR2019,BVR_50_p,25-Jul-19,12:00,B_pel_25Jul19_noon_epi_rep4,4,700,A,1,28,24-May-20,80,HLW,"oxycline tow, but calling rep 4",
BVR2019,BVR_50_p,25-Jul-19,12:00,B_pel_25Jul19_noon_epi_rep4,4,700,B,2,69,24-May-20,80,HLW,x1 chaoborus,yes
BVR2019,BVR_50_p,25-Jul-19,12:00,B_pel_25Jul19_noon_epi_rep4,4,700,C,1,22,24-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,12:00,B_pel_25Jul19_noon_epi_rep1,4,700,A,2,55,24-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,12:00,B_pel_25Jul19_noon_epi_rep1,4,700,B,2,63,24-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,12:00,B_pel_25Jul19_noon_epi_rep1,4,700,C,1,13,24-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,12:00,B_pel_25Jul19_noon_epi_rep1,4,700,D,1,29,24-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,12:00,B_pel_25Jul19_noon_epi_rep2,4,700,A,2,79,25-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,12:00,B_pel_25Jul19_noon_epi_rep2,4,700,B,2,59,25-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,12:00,B_pel_25Jul19_noon_epi_rep2,4,700,C,1,26,25-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,12:00,B_pel_24Jul19_noon_epi_rep1,4,700,A,2,24,25-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,12:00,B_pel_24Jul19_noon_epi_rep1,4,700,B,4,54,25-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,12:00,B_pel_24Jul19_noon_epi_rep1,4,700,C,4,56,25-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,12:00,B_pel_24Jul19_noon_epi_rep2,4,700,A,3,57,25-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,12:00,B_pel_24Jul19_noon_epi_rep2,4,700,B,2,42,25-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,12:00,B_pel_24Jul19_noon_epi_rep2,4,700,C,2,21,25-May-20,80,HLW,,
BVR2019,BVR_50_p,24-Jul-19,12:00,B_pel_24Jul19_noon_epi_rep2,4,700,D,2,34,25-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,4:20,B_pel_25Jul19_sunrise_h1_rep2,4,1000,A,1,28,25-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,4:20,B_pel_25Jul19_sunrise_h1_rep2,4,1000,B,2,86,25-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,4:20,B_pel_25Jul19_sunrise_h1_rep2,4,1000,C,1,82,25-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,4:20,B_pel_25Jul19_sunrise_h1_rep1,4,1000,A,2,39,26-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,4:20,B_pel_25Jul19_sunrise_h1_rep1,4,1000,B,2,57,26-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,4:20,B_pel_25Jul19_sunrise_h1_rep1,4,1000,C,2,44,26-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,5:20,B_pel_25Jul19_sunrise_h2_rep1,4,1000,A,2,96,26-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,5:20,B_pel_25Jul19_sunrise_h2_rep1,4,1000,B,2,70,26-May-20,80,HLW,x1 chaoborus,yes
BVR2019,BVR_50_p,25-Jul-19,5:20,B_pel_25Jul19_sunrise_h2_rep1,4,1000,C,1,58,26-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,5:20,B_pel_25Jul19_sunrise_h2_rep2,4,1000,A,1,29,26-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,5:20,B_pel_25Jul19_sunrise_h2_rep2,4,1000,B,1,37,26-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,5:20,B_pel_25Jul19_sunrise_h2_rep2,4,1000,C,1,34,26-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,6:20,B_pel_25Jul19_sunrise_h3_rep1,4,1000,A,2,45,26-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,6:20,B_pel_25Jul19_sunrise_h3_rep1,4,1000,B,2,26,26-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,6:20,B_pel_25Jul19_sunrise_h3_rep1,4,1000,C,2,37,26-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,6:20,B_pel_25Jul19_sunrise_h3_rep2,4,1000,A,2,51,27-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,6:20,B_pel_25Jul19_sunrise_h3_rep2,4,1000,B,2,78,27-May-20,80,HLW,,
BVR2019,BVR_50_p,25-Jul-19,6:20,B_pel_25Jul19_sunrise_h3_rep2,4,1000,C,1,51,27-May-20,80,HLW,,
